PGM | DB_ID | CLIENT_ID | DCB | Timestamp | Err Msg
244|245 - 040288.000001|run-get-natives|X:\040288\000001\JSR_MICRO_QBE_FOREIGN_INSUREDS_DEC_PAGES_PART 2\JSR_MICRO_QBE_FOREIGN_INSUREDS_DEC_PAGES_PART 2.DCB|09/06/2013  19:39:46|Unable to open dcb
245|246 - 040288.000001|run-get-natives|X:\040288\000001\JSR_MICRO_QBE_FOREIGN_INSUREDS_DEC_PAGES_PART 3\JSR_MICRO_QBE_FOREIGN_INSUREDS_DEC_PAGES_PART 3.DCB|09/06/2013  19:39:47|Unable to open dcb
246|247 - 040288.000001|run-get-natives|X:\040288\000001\JSR_MICRO_QBE_FOREIGN_INSUREDS_DEC_PAGES_PART 4\JSR_MICRO_QBE_FOREIGN_INSUREDS_DEC_PAGES_PART 4.DCB|09/06/2013  19:39:49|Unable to open dcb
247|248 - 040288.000001|run-get-natives|X:\040288\000001\JSR_MICRO_QBE_FOREIGN_INSUREDS_DEC_PAGES_PART 5\JSR_MICRO_QBE_FOREIGN_INSUREDS_DEC_PAGES_PART 5.DCB|09/06/2013  19:39:50|Unable to open dcb
250|251 - 040288.000001|run-get-natives|X:\040288\000001\JSR_MICRO_QBE_OTHER_US_INSUREDS_PART 2\JSR_MICRO_QBE_OTHER_US_INSUREDS_PART 2.DCB|09/06/2013  19:39:52|Unable to open dcb
251|252 - 040288.000001|run-get-natives|X:\040288\000001\JSR_MICRO_QBE_OTHER_US_INSUREDS_PART 3\JSR_MICRO_QBE_OTHER_US_INSUREDS_PART 3.DCB|09/06/2013  19:39:53|Unable to open dcb
254|255 - 057013.000007|run-get-natives|X:\057013\000007\UNIVERSITY_OF_MIAMI\UNIVOFMIAMI.DCB|09/06/2013  19:39:55|Unable to open dcb
260|261 - 057212.000518|run-get-natives|X:\057212\000518\BANK OF AMERICA - PARMALAT\BANK OF AMERICA - PARMALAT.DCB|09/06/2013  19:39:56|Unable to open dcb
284|285 - 058559.000029|run-get-natives|X:\058559\000029\Advance_Combined\ADMIN\20120620\BK_SEC-OLD\ADVANCE COMBINED.DCB|09/06/2013  19:39:58|Unable to open dcb
290|291 - 058559.000174|run-get-natives|X:\058559\000174\BMS_AK_Mohr_Emails\BMS_ALASKA_MOHR_EMAILS.DCB|09/06/2013  19:39:59|Unable to open dcb
298|299 - 059850.000016|run-get-natives|X:\059850\000016\HL_Review\Dreher_Part_One\DREHER PART ONE UNFILTERED.DCB|09/06/2013  19:40:|Unable to open dcb
299|300 - 059850.000016|run-get-natives|X:\059850\000016\HL_Review\Dreher_Part_Two\DREHER PART TWO UNFILTERED.DCB|09/06/2013  19:40:2|Unable to open dcb
300|301 - 059850.000016|run-get-natives|X:\059850\000016\HL_Review\Gillespie\FOSS GILLESPIE UNFILTERED.DCB|09/06/2013  19:40:3|Unable to open dcb
301|302 - 059850.000016|run-get-natives|X:\059850\000016\HL_Review\Saltsman\SALTSMAN SCHREEVES SCHULMAN.DCB|09/06/2013  19:40:5|Unable to open dcb
302|303 - 059850.000016|run-get-natives|X:\059850\000016\HL_Review\Tupper\TUPPER UNFILTERED.DCB|09/06/2013  19:40:6|Unable to open dcb
303|304 - 059850.000016|run-get-natives|X:\059850\000016\HL_Review\MKEON\BOND MCKEON PFEFFER UNFILTERED.DCB|09/06/2013  19:40:8|Unable to open dcb
306|307 - 059892.000085|run-get-natives|X:\059892\000085\NVR_OHB_OHB_First_Document_Production\OHB_PROD_DB.DCB|09/06/2013  19:40:9|Unable to open dcb
308|309 - 060643.000056|run-get-natives|X:\060643\000056\Compliance_Review\COMPLIANCE_REVIEW.DCB|09/06/2013  19:40:11|Unable to open dcb
315|316 - 061118.000234|run-get-natives|X:\061118\000234\HL_Production\GU002_Final\GU002 FINAL.DCB|09/06/2013  19:40:12|Unable to open dcb
354|355 - 062376.000050|run-get-natives|X:\062376\000050\HL_Prod\Copy of PROD_QC\PROD002\PROD002_QC.DCB|09/06/2013  19:40:13|Unable to open dcb
364|365 - 063533.000029|run-get-natives|X:\063533\000029\Schwan_Secondary_Review\SCHWAN_SECONDARY_REVIEW.DCB|09/06/2013  19:40:15|Unable to open dcb
391|392 - 068235.000141|run-get-natives|X:\068235\000141\Green_Review\WELLPOINT - GREEN.DCB|09/06/2013  19:40:16|Unable to open dcb
392|393 - 068235.000141|run-get-natives|X:\068235\000141\McAffry-Mell_Review\CINCINNATI CONTRACTS.DCB|09/06/2013  19:40:18|Unable to open dcb
394|395 - 068235.000141|run-get-natives|X:\068235\000141\Reiser_Co-Defendants_Production\CO-DEFENDANTS PRODUCTION.DCB|09/06/2013  19:40:19|Unable to open dcb
395|396 - 068235.000141|run-get-natives|X:\068235\000141\Reiser_Review\WELLPOINT - REISER.DCB|09/06/2013  19:40:21|Unable to open dcb
397|398 - 068235.000141|run-get-natives|X:\068235\000141\Stapp_Review\WELLPOINT - STAPP.DCB|09/06/2013  19:40:22|Unable to open dcb
398|399 - 068235.000141|run-get-natives|X:\068235\000141\Stapp_Wellpoint_Production\WP PRODUCTION.DCB|09/06/2013  19:40:23|Unable to open dcb
402|403 - 068235.000153|run-get-natives|X:\068235\000153\Revised_State_Production\REVISED_STATE_PRODUCTION.DCB|09/06/2013  19:40:25|Unable to open dcb
403|404 - 068235.000153|run-get-natives|X:\068235\000153\State-EJ\STATE-EJ.DCB|09/06/2013  19:40:26|Unable to open dcb
404|405 - 068235.000161|run-get-natives|X:\068235\000161\Wellpoint_Email_Review - Copy\WELLPOINT_EMAIL_REVIEW.DCB|09/06/2013  19:40:28|Unable to open dcb
412|413 - 068738.000055|run-get-natives|X:\068738\000055\PE_Production - Copy\PE_PRODUCTION_DOCUMENTS.DCB|09/06/2013  19:40:29|Unable to open dcb
426|427 - 069138.000006|run-get-natives|X:\069138\000006\Educational_Housing_Services_Silver_docs_not_produced_AND_not_privileged\EDUCATIONAL HOUSING SERVICES -SILVER'S DOCS NOT PRODUCED & NOT PRIVILEGED.DCB|09/06/2013  19:40:30|Unable to open dcb
427|428 - 069138.000006|run-get-natives|X:\069138\000006\Educational_Housing_Services_Silver_Privileged_Documents\EDUCATIONAL HOUSING SERVICES - SILVER'S PRIVILEGED DOCUMENTS.DCB|09/06/2013  19:40:32|Unable to open dcb
442|443 - 080653.000040|run-get-natives|X:\080653\000040\RELATORS - Copy\RELATORS.DCB|09/06/2013  19:40:33|Unable to open dcb
444|445 - 080653.000063|run-get-natives|X:\080653\000063\Acceleron_Omnibus_Production\ACCELERON_OMNIBUS_PRODUCTION _6_24_2010.DCB|09/06/2013  19:40:35|Unable to open dcb
451|452 - 081400.000476|run-get-natives|X:\081400\000476\WHITE_PLAINS_IBM001_PRODUCTION2\WHITE_PLAINS_IBM001_PRODUCTION.DCB|09/06/2013  19:40:36|Unable to open dcb
461|462 - 081416.000129|run-get-natives|X:\081416\000129\KPMG_Credit_Suisse_3rd_Party_Subpoena\KPMGCREDIT_SUISSE_3RD_PARTY_SUB.DCB|09/06/2013  19:40:37|Unable to open dcb
464|465 - 081416.000142|run-get-natives|X:\081416\000142\KPMG_St_Vincent_St_Vincent_Review\ST_VINCENT_REVIEW.DCB|09/06/2013  19:40:39|Unable to open dcb
468|469 - 081416.000147|run-get-natives|X:\081416\000147\KPMG_China_Integrated_Energy_Production_to_PCAOB\PCAOB.DCB|09/06/2013  19:40:40|Unable to open dcb
479|480 - 081429.000009|run-get-natives|X:\081429\000009\Deloitte_AHM_Manual_Audit_Files_Review_DB\MANUAL AUDIT FILES_REVIEW_DB.DCB|09/06/2013  19:40:42|Unable to open dcb
481|482 - 081429.000016|run-get-natives|X:\081429\000016\Deloitte_Navistar_Anderson_PACOB_Production\ANDERSON_PACOB_PROD.DCB|09/06/2013  19:40:43|Unable to open dcb
492|493 - 086335.000255|run-get-natives|X:\086335\000255\Production\Concordance - 20120313 Copy\PRODUCED.DCB|09/06/2013  19:40:48|Unable to open dcb
493|494 - 087080.000018|run-get-natives|X:\087080\000018\HL_Production\NYIT_PR\NYIT_PR.DCB|09/06/2013  19:40:50|Unable to open dcb
499|500 - 088136.000003|run-get-natives|X:\088136\000003\08_04_10_V1.DCB|09/06/2013  19:40:51|Unable to open dcb
510|511 - 090268.000040|run-get-natives|X:\090268\000040\Gavilan Native 7-22-11\GAVNATIVE_072211.DCB|09/06/2013  19:40:53|Unable to open dcb
511|512 - 090268.000040|run-get-natives|X:\090268\000040\Gavilan Native MSG\GAV_NATIVE_MSG.DCB|09/06/2013  19:40:54|Unable to open dcb
512|513 - 090268.000040|run-get-natives|X:\090268\000040\Gavilan Production MSG\GAVILANPROD_MSG.DCB|09/06/2013  19:40:55|Unable to open dcb
539|540 - 090334.010383|run-get-natives|X:\090334\010383\090334_NonBill_10383_CT_CSD_Database\CT CSD DATABASE.DCB|09/06/2013  19:40:57|Unable to open dcb
543|544 - 098837.000006|run-get-natives|X:\098837\000006\HL_Review\BW_Doc_Review -DO NOT DELETE THIS COPY\BW_DOC_REVIEW.DCB|09/06/2013  19:40:58|Unable to open dcb
