#TYPE System.Management.Automation.PSCustomObject
"batchid"	"dbid"	"clientid"	"loadnr"	"orig_dcb"	"conv_dcb"	"orig_dir"	"backup_done"	"db_bytes"	"db_files"	"natives_bytes"	"natives_files_present"	"natives_files_missing"	"images_bytes"	"images_files_present"	"images_files_missing"	"st_backup"	"st_get_images"	"st_get_images2"	"st_get_natives"	"st_qc_tags"	"st_qc_compare_tags"	"st_backup_arch"	"st_convert"	"st_get_arch_db_files"	"funky"	"st_add_images"	"st_add_natives"	"st_add_db"
"1"	"59"	"25593.00001"	""	"X:\025593\000008\Temp_Productions\DNDN020Ols_BAD\DNDN020_TEMP_PROD_REVIEW.DCB"	"W:\_LN_Test\Bkups-for-Archiving-Analysis\025593\000008\Temp_Productions\DNDN020Ols_BAD\DNDN020_TEMP_PROD_REVIEW.DCB"	""	"1"	"5171006"	"63"	"12013151"	"58"	"0"	""	""	""	""	""	""	""	""	""	""	""	"2"	""	""	"2"	""
"1"	"60"	"25593.00001"	""	"X:\025593\000011\Dendreon_220_Review\DENDREON_220_REVIEW.DCB"	"W:\_LN_Test\Bkups-for-Archiving-Analysis\025593\000011\Dendreon_220_Review\DENDREON_220_REVIEW.DCB"	""	"1"	"127930866"	"33"	"929771185"	"694"	"0"	"3633727057"	"12540"	"0"	""	""	""	""	""	""	""	""	"2"	""	"2"	"2"	""
"1"	"61"	"025593R.000008"	""	"X:\025593R\000008\Dendreon_FYI_Training_database\DENDREON_FYI_TRAINING_DATABASE.DCB"	"W:\_LN_Test\Bkups-for-Archiving-Analysis\025593R\000008\Dendreon_FYI_Training_database\DENDREON_FYI_TRAINING_DATABASE.DCB"	""	"1"	"169731597"	"32"	"513994409"	"1089"	"0"	"719646597"	"7968"	"0"	""	""	""	""	""	""	""	""	"2"	""	"2"	"2"	""
"1"	"62"	"25766.00002"	""	"X:\025766\000019\Liberty_v_Ford_Review\LIBERTY_V_FORD_REVIEW1.DCB"	"W:\_LN_Test\Bkups-for-Archiving-Analysis\025766\000019\Liberty_v_Ford_Review\LIBERTY_V_FORD_REVIEW1.DCB"	""	"1"	"279823003"	"20"	""	""	"0"	""	""	"19336"	""	""	""	""	""	""	""	""	"2"	""	"2"	"2"	""
"1"	"63"	"26193.00001"	""	"X:\026193\000010\ACL_Zinn_ACL_Prod_DB\ACL_PROD_DB.DCB"	"W:\_LN_Test\Bkups-for-Archiving-Analysis\026193\000010\ACL_Zinn_ACL_Prod_DB\ACL_PROD_DB.DCB"	""	"1"	"7852767"	"27"	""	""	"0"	"85520366"	"2133"	"0"	""	""	""	""	""	""	""	""	"2"	""	"2"	"2"	""
"1"	"64"	"26193.00001"	""	"X:\026193\000010\ACL_Zinn_Claimant_Exhibits_DB\CLAIMANT EXHIBITS_DB.DCB"	"W:\_LN_Test\Bkups-for-Archiving-Analysis\026193\000010\ACL_Zinn_Claimant_Exhibits_DB\CLAIMANT EXHIBITS_DB.DCB"	""	"1"	"337182"	"21"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"0"	"FUNKY"	""	""	""
"1"	"65"	"26193.00001"	""	"X:\026193\000010\ACL_Zinn_Zinn_Review_DB\ZINN_REVIEW_DB.DCB"	"W:\_LN_Test\Bkups-for-Archiving-Analysis\026193\000010\ACL_Zinn_Zinn_Review_DB\ZINN_REVIEW_DB.DCB"	""	"1"	"13769257"	"29"	""	""	"0"	"189068248"	"3924"	"0"	""	""	""	""	""	""	""	""	"2"	""	"2"	"2"	""
"1"	"66"	"26583.00001"	""	"X:\026583\000010\HL_Production\070810-PRODUCTION-Produce\PRODUCE.DCB"	"W:\_LN_Test\Bkups-for-Archiving-Analysis\026583\000010\HL_Production\070810-PRODUCTION-Produce\PRODUCE.DCB"	""	"1"	"125157833"	"32"	""	""	"1046"	"2230923092"	"33156"	"0"	""	""	""	""	""	""	""	""	"2"	""	"2"	"2"	""
"1"	"67"	"26583.00001"	""	"X:\026583\000010\HL_Production\070810-PRODUTION-Question\QUESTION.DCB"	"W:\_LN_Test\Bkups-for-Archiving-Analysis\026583\000010\HL_Production\070810-PRODUTION-Question\QUESTION.DCB"	""	"1"	"3224636"	"30"	""	""	"67"	""	""	""	""	""	""	""	""	""	""	""	"2"	""	""	"2"	""
"1"	"68"	"26821"	""	"X:\026821\000004\HL_Production\026821_000004_PPFA_PRODUCTION.DCB"	"W:\_LN_Test\Bkups-for-Archiving-Analysis\026821\000004\HL_Production\026821_000004_PPFA_PRODUCTION.DCB"	""	"1"	"21748079"	"28"	"418929553"	"575"	"1"	"884817690"	"8424"	"0"	""	""	""	""	""	""	""	""	"2"	""	"2"	"2"	""
"1"	"69"	"26821"	""	"X:\026821\000004\HL_Review\026821_000004_PPFA_REVIEW.DCB"	"W:\_LN_Test\Bkups-for-Archiving-Analysis\026821\000004\HL_Review\026821_000004_PPFA_REVIEW.DCB"	""	"1"	"29100660"	"30"	"469235192"	"689"	"2"	"394744709"	"8137"	"0"	""	""	""	""	""	""	""	""	"2"	""	"2"	"2"	""
"1"	"70"	"27627.00007"	""	"X:\027627\000073\Airbus_AIRMAN_COLLECTION_TRIAGE\AIRMAN_COLLECTION_TRIAGE.DCB"	"W:\_LN_Test\Bkups-for-Archiving-Analysis\027627\000073\Airbus_AIRMAN_COLLECTION_TRIAGE\AIRMAN_COLLECTION_TRIAGE.DCB"	""	"1"	"20252212"	"28"	"477603"	"4"	"643"	""	""	""	""	""	""	""	""	""	""	""	"2"	""	""	"2"	""
"1"	"71"	"27627.00007"	""	"X:\027627\000073\Airbus_PTD_PTD_Production\PTD_PROD.DCB"	"W:\_LN_Test\Bkups-for-Archiving-Analysis\027627\000073\Airbus_PTD_PTD_Production\PTD_PROD.DCB"	""	"1"	"680194966"	"19"	""	""	"0"	"9995974463"	"16622"	"0"	""	""	""	""	""	""	""	""	"2"	""	"2"	"2"	""
"1"	"72"	"27896.00001"	""	"X:\027896\000009\TOWER_ELOAD_3\TOWER_ELOAD_3.DCB"	"W:\_LN_Test\Bkups-for-Archiving-Analysis\027896\000009\TOWER_ELOAD_3\TOWER_ELOAD_3.DCB"	""	"1"	"672622006"	"28"	""	""	"0"	""	""	""	""	""	""	""	""	""	""	""	"2"	""	""	"2"	""
"1"	"73"	"27896.00001"	""	"X:\027896\000009\TOWER_ELOAD_5\TOWER_ELOAD_5.DCB"	"W:\_LN_Test\Bkups-for-Archiving-Analysis\027896\000009\TOWER_ELOAD_5\TOWER_ELOAD_5.DCB"	""	"1"	"895491034"	"29"	""	""	"36322"	""	""	""	""	""	""	""	""	""	""	""	"2"	""	""	"2"	""
"1"	"74"	"27896.00001"	""	"X:\027896\000009\TOWER_ELOAD_2\TOWER_ELOAD_2.DCB"	"W:\_LN_Test\Bkups-for-Archiving-Analysis\027896\000009\TOWER_ELOAD_2\TOWER_ELOAD_2.DCB"	""	"1"	"832525331"	"26"	""	""	"52688"	""	""	""	""	""	""	""	""	""	""	""	"2"	""	""	"2"	""
"1"	"75"	"27942"	""	"X:\027942\000001\_PROD-QC\VOL002\PROD002.DCB"	"W:\_LN_Test\Bkups-for-Archiving-Analysis\027942\000001\_PROD-QC\VOL002\PROD002.DCB"	""	"1"	"862466"	"30"	""	""	"0"	""	""	""	""	""	""	""	""	""	""	""	"2"	""	""	"2"	""
"1"	"76"	"28142"	""	"X:\028142\000002\Singer_v_Seavey_Seavey_Production\SEAVEY_PRODUCTION.DCB"	"W:\_LN_Test\Bkups-for-Archiving-Analysis\028142\000002\Singer_v_Seavey_Seavey_Production\SEAVEY_PRODUCTION.DCB"	""	"1"	"24471037"	"18"	""	""	"0"	"6292928"	"159"	"0"	""	""	""	""	""	""	""	""	"2"	""	"2"	"2"	""
"1"	"77"	"29013.00001"	""	"X:\029013\000010\KIA_Dealer_Eastern_Region_Dealer_Improvement_Docs\EASTERN_REGION_DEALER_IMPROVEMENT_DOCS.DCB"	"W:\_LN_Test\Bkups-for-Archiving-Analysis\029013\000010\KIA_Dealer_Eastern_Region_Dealer_Improvement_Docs\EASTERN_REGION_DEALER_IMPROVEMENT_DOCS.DCB"	""	"1"	"84718238"	"29"	""	""	"0"	"641383771"	"11856"	"0"	""	""	""	""	""	""	""	""	"2"	""	"2"	"2"	""
"1"	"78"	"29013.00012"	""	"X:\029013\000122\KMA\KMA.DCB"	"W:\_LN_Test\Bkups-for-Archiving-Analysis\029013\000122\KMA\KMA.DCB"	""	"1"	"7868272"	"25"	""	""	"0"	"143445818"	"1540"	"0"	""	""	""	""	""	""	""	""	"2"	""	"2"	"2"	""
"1"	"79"	"29013.00012"	""	"X:\029013\000122\KMA_Production\KMA_PRODUCTION.DCB"	"W:\_LN_Test\Bkups-for-Archiving-Analysis\029013\000122\KMA_Production\KMA_PRODUCTION.DCB"	""	"1"	"6619344"	"25"	""	""	"0"	"134331122"	"1366"	"0"	""	""	""	""	""	""	""	""	"2"	""	"2"	"2"	""
"1"	"80"	"29013.00012"	""	"X:\029013\000122\Premier_Kia_Bank_Litigation\PREMIER_KIA_BANK_LITIGATION.DCB"	"W:\_LN_Test\Bkups-for-Archiving-Analysis\029013\000122\Premier_Kia_Bank_Litigation\PREMIER_KIA_BANK_LITIGATION.DCB"	""	"1"	"428973"	"17"	""	""	"0"	"80281883"	"1000"	"0"	""	""	""	""	""	""	""	""	"2"	""	"2"	"2"	""
"1"	"81"	"29013.00012"	""	"X:\029013\000122\Premier_KIA_Review\PREMIER_KIA_REVIEW.DCB"	"W:\_LN_Test\Bkups-for-Archiving-Analysis\029013\000122\Premier_KIA_Review\PREMIER_KIA_REVIEW.DCB"	""	"1"	"9044371"	"23"	""	""	"0"	"195151020"	"1919"	"0"	""	""	""	""	""	""	""	""	"2"	""	"2"	"2"	""
"1"	"82"	"29013.00021"	""	"X:\029013\000213\Kia_Value_Kia_Arbitration\KIA-VALUEKIA-ARBITRATION.DCB"	"W:\_LN_Test\Bkups-for-Archiving-Analysis\029013\000213\Kia_Value_Kia_Arbitration\KIA-VALUEKIA-ARBITRATION.DCB"	""	"1"	"20556566"	"26"	""	""	"728"	"299606004"	"5722"	"0"	""	""	""	""	""	""	""	""	"2"	""	"2"	"2"	""
"1"	"83"	"29013.00022"	""	"X:\029013\000215\KIA_Brooklyn_Auto_Group_Production_Database\BROOKLYN_AUTO_GROUP_PRODUCTION.DCB"	"W:\_LN_Test\Bkups-for-Archiving-Analysis\029013\000215\KIA_Brooklyn_Auto_Group_Production_Database\BROOKLYN_AUTO_GROUP_PRODUCTION.DCB"	""	"1"	"5203580"	"24"	""	""	"0"	""	""	""	""	""	""	""	""	""	""	""	"2"	""	""	"2"	""
"1"	"84"	"29013.00022"	""	"X:\029013\000215\KIA_Brooklyn_Auto_Group_Review_Database\BROOKLYN_AUTO_REVIEW.DCB"	"W:\_LN_Test\Bkups-for-Archiving-Analysis\029013\000215\KIA_Brooklyn_Auto_Group_Review_Database\BROOKLYN_AUTO_REVIEW.DCB"	""	"1"	"6685193"	"24"	""	""	"0"	"138490919"	"1315"	"0"	""	""	""	""	""	""	""	""	"2"	""	"2"	"2"	""
"1"	"85"	"29013.00022"	""	"X:\029013\000223\Bob_Dance_And_KMA_Production\DANCE_KMA_COMBINED_PROD.DCB"	"W:\_LN_Test\Bkups-for-Archiving-Analysis\029013\000223\Bob_Dance_And_KMA_Production\DANCE_KMA_COMBINED_PROD.DCB"	""	"1"	"15989904"	"28"	"32104495"	"209"	"23"	""	""	""	""	""	""	""	""	""	""	""	"2"	""	""	"2"	""
"1"	"86"	"29013.00022"	""	"X:\029013\000223\DANCE_KIA_REVIEW\DANCE-KIA_REVIEW.DCB"	"W:\_LN_Test\Bkups-for-Archiving-Analysis\029013\000223\DANCE_KIA_REVIEW\DANCE-KIA_REVIEW.DCB"	""	"1"	"1603596"	"26"	"17029509"	"43"	"2"	"11923636"	"220"	"0"	""	""	""	""	""	""	""	""	"2"	""	"2"	"2"	""
"1"	"87"	"29013.00022"	""	"X:\029013\000223\DANCE_PRODUCTION\BOB_DANCE_PRODUCTION.DCB"	"W:\_LN_Test\Bkups-for-Archiving-Analysis\029013\000223\DANCE_PRODUCTION\BOB_DANCE_PRODUCTION.DCB"	""	"1"	"1338680"	"24"	""	""	"0"	""	""	""	""	""	""	""	""	""	""	""	"2"	""	""	"2"	""
"1"	"88"	"29013.00022"	""	"X:\029013\000223\HLKIA_REVIEW\HLKIA_REVIEW.DCB"	"W:\_LN_Test\Bkups-for-Archiving-Analysis\029013\000223\HLKIA_REVIEW\HLKIA_REVIEW.DCB"	""	"1"	"58350398"	"32"	"110565367"	"724"	"24"	"594976976"	"7721"	"0"	""	""	""	""	""	""	""	""	"2"	""	"2"	"2"	""
"1"	"89"	"29013.00024"	""	"X:\029013\000244\Auburn_Valley_Review\AUBURN_VALLEY_REVIEW.DCB"	"W:\_LN_Test\Bkups-for-Archiving-Analysis\029013\000244\Auburn_Valley_Review\AUBURN_VALLEY_REVIEW.DCB"	""	"1"	"8983372"	"30"	"240306004"	"203"	"139"	"256914594"	"1580"	"0"	""	""	""	""	""	""	""	""	"2"	""	"2"	"2"	""
"1"	"90"	"29013.00025"	""	"X:\029013\000253\KIA_Review\EL_MONTE_V_KMA_REVIEW.DCB"	"W:\_LN_Test\Bkups-for-Archiving-Analysis\029013\000253\KIA_Review\EL_MONTE_V_KMA_REVIEW.DCB"	""	"1"	"611644"	"25"	"48307977"	"25"	"30"	"215423454"	"373"	"0"	""	""	""	""	""	""	""	""	"2"	""	"2"	"2"	""
"1"	"91"	"29013.00027"	""	"X:\029013\000270\KIA_Mother_Lode_Review\KIA_MOTHER.DCB"	"W:\_LN_Test\Bkups-for-Archiving-Analysis\029013\000270\KIA_Mother_Lode_Review\KIA_MOTHER.DCB"	""	"1"	"13288080"	"30"	"182042034"	"142"	"8"	"733712218"	"2569"	"1024"	""	""	""	""	""	""	""	""	"2"	""	"2"	"2"	""
"1"	"92"	"29013.00027"	""	"X:\029013\000270\KIA_Production\KIA_PRODUCTION.DCB"	"W:\_LN_Test\Bkups-for-Archiving-Analysis\029013\000270\KIA_Production\KIA_PRODUCTION.DCB"	""	"1"	"13651077"	"27"	"167187024"	"172"	"9"	"430862900"	"2278"	"1"	""	""	""	""	""	""	""	""	"2"	""	"2"	"2"	""
"1"	"93"	"29013.00027"	""	"X:\029013\000270\MLK_Production\MLK_PRODUCTION.DCB"	"W:\_LN_Test\Bkups-for-Archiving-Analysis\029013\000270\MLK_Production\MLK_PRODUCTION.DCB"	""	"1"	"79269467"	"18"	""	""	"0"	"1576696442"	"18172"	"0"	""	""	""	""	""	""	""	""	"2"	""	"2"	"2"	""
"1"	"94"	"29013.00039"	""	"X:\029013\000392\Review\Sunrise_KIA_NSB-Selection\SUNRISE_KIA_NSB-SELECTION.DCB"	"W:\_LN_Test\Bkups-for-Archiving-Analysis\029013\000392\Review\Sunrise_KIA_NSB-Selection\SUNRISE_KIA_NSB-SELECTION.DCB"	""	"1"	"23692503"	"31"	"238632846"	"1822"	"24"	"466848762"	"7594"	"0"	""	""	""	""	""	""	""	""	"2"	""	"2"	"2"	""
"1"	"95"	"29013.00039"	""	"X:\029013\000392\Review\Sunrise_KIA_Production\SUNRISE_KIA_PRODUCTION.DCB"	"W:\_LN_Test\Bkups-for-Archiving-Analysis\029013\000392\Review\Sunrise_KIA_Production\SUNRISE_KIA_PRODUCTION.DCB"	""	"1"	"23100671"	"35"	"12796075"	"5"	"983"	"973114246"	"7201"	"0"	""	""	""	""	""	""	""	""	"2"	""	"2"	"2"	""
"1"	"96"	"29018.00004"	""	"X:\029018\000041\Autobahn_Discovery\AUTOBAHN _DISCOVERY.DCB"	"W:\_LN_Test\Bkups-for-Archiving-Analysis\029018\000041\Autobahn_Discovery\AUTOBAHN _DISCOVERY.DCB"	""	"1"	"16594096"	"31"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"0"	"FUNKY"	""	""	""
"1"	"97"	"29018.00004"	""	"X:\029018\000041\Autobahn_Production\AUTOBAHN_PRODUCTION.DCB"	"W:\_LN_Test\Bkups-for-Archiving-Analysis\029018\000041\Autobahn_Production\AUTOBAHN_PRODUCTION.DCB"	""	"1"	"2891144"	"28"	"135999995"	"208"	"70"	""	""	""	""	""	""	""	""	""	""	""	"2"	""	""	"2"	""
"1"	"98"	"29018.00004"	""	"X:\029018\000043\Jaguar_Rio_Grande_Jaguar_Production\JAGUAR_PRODUCTION.DCB"	"W:\_LN_Test\Bkups-for-Archiving-Analysis\029018\000043\Jaguar_Rio_Grande_Jaguar_Production\JAGUAR_PRODUCTION.DCB"	""	"1"	"6992807"	"25"	""	""	"0"	"81638107"	"870"	"0"	""	""	""	""	""	""	""	""	"2"	""	"2"	"2"	""
"1"	"99"	"29018.00004"	""	"X:\029018\000043\Jaguar_Rio_Grande_Jaguar_Review_Database\JAGUAR_REVIEW.DCB"	"W:\_LN_Test\Bkups-for-Archiving-Analysis\029018\000043\Jaguar_Rio_Grande_Jaguar_Review_Database\JAGUAR_REVIEW.DCB"	""	"1"	"235558890"	"30"	"1006205072"	"4494"	"0"	"236489235"	"2706"	"0"	""	""	""	""	""	""	""	""	"2"	""	"2"	"2"	""
"1"	"100"	"29018.00005"	""	"X:\029018\000046\Jaguar_ISSA_HL_Review\HL_REVIEW_DB.DCB"	"W:\_LN_Test\Bkups-for-Archiving-Analysis\029018\000046\Jaguar_ISSA_HL_Review\HL_REVIEW_DB.DCB"	""	"1"	"2012726392"	"30"	"11006176987"	"20935"	"0"	"492978365"	"9418"	"0"	""	""	""	""	""	""	""	""	"2"	""	"2"	"2"	""
"1"	"101"	"29018.00005"	""	"X:\029018\000046\Jaguar_Issa_HL_Production\HL_PRODUCTION_DB.DCB"	"W:\_LN_Test\Bkups-for-Archiving-Analysis\029018\000046\Jaguar_Issa_HL_Production\HL_PRODUCTION_DB.DCB"	""	"1"	"9850968"	"31"	"58956618"	"328"	"0"	"79454910"	"1360"	"0"	""	""	""	""	""	""	""	""	"2"	""	"2"	"2"	""
"1"	"102"	"29024.00001"	""	"X:\029024\000007\Gary_TMS_Review_Database\GRAY_TMS_REVIEW_DATABASE.DCB"	"W:\_LN_Test\Bkups-for-Archiving-Analysis\029024\000007\Gary_TMS_Review_Database\GRAY_TMS_REVIEW_DATABASE.DCB"	""	"1"	"17387431"	"27"	""	""	"0"	"289149753"	"4080"	"0"	""	""	""	""	""	""	""	""	"2"	""	"2"	"2"	""
"1"	"103"	"29024.00001"	""	"X:\029024\000007\Gary_TMS_TMS_Production_Database\TMS_PRODUCTION.DCB"	"W:\_LN_Test\Bkups-for-Archiving-Analysis\029024\000007\Gary_TMS_TMS_Production_Database\TMS_PRODUCTION.DCB"	""	"1"	"8853211"	"24"	""	""	"0"	"149013195"	"2009"	"0"	""	""	""	""	""	""	""	""	"2"	""	"2"	"2"	""
"1"	"104"	"29024.00001"	""	"X:\029024\000007\Toyota_Sunrise_Plaintiffs_Production\PLAINTIFFS_PRODUCTION.DCB"	"W:\_LN_Test\Bkups-for-Archiving-Analysis\029024\000007\Toyota_Sunrise_Plaintiffs_Production\PLAINTIFFS_PRODUCTION.DCB"	""	"1"	"5005468"	"17"	""	""	"0"	"47236338"	"781"	"0"	""	""	""	""	""	""	""	""	"2"	""	"2"	"2"	""
"1"	"105"	"29046"	""	"X:\029046\000001\HL_Review\Pulled_From_ML005\PULLED FROM ML005.DCB"	"W:\_LN_Test\Bkups-for-Archiving-Analysis\029046\000001\HL_Review\Pulled_From_ML005\PULLED FROM ML005.DCB"	""	"1"	"1368083"	"16"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"0"	"FUNKY"	""	""	""
"1"	"106"	"29046"	""	"X:\029046\000001\HL_Review\Pulled_from_ML006\PULLED FROM ML006.DCB"	"W:\_LN_Test\Bkups-for-Archiving-Analysis\029046\000001\HL_Review\Pulled_from_ML006\PULLED FROM ML006.DCB"	""	"1"	"1755526"	"16"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"0"	"FUNKY"	""	""	""
"1"	"107"	"29046"	""	"X:\029046\000001\HL_Review\Pulled_From_ML007\PULLED FROM ML007.DCB"	"W:\_LN_Test\Bkups-for-Archiving-Analysis\029046\000001\HL_Review\Pulled_From_ML007\PULLED FROM ML007.DCB"	""	"1"	"107892281"	"16"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"0"	"FUNKY"	""	""	""
"1"	"108"	"29046"	""	"X:\029046\000001\HL_Review\ML002\ML002.DCB"	"W:\_LN_Test\Bkups-for-Archiving-Analysis\029046\000001\HL_Review\ML002\ML002.DCB"	""	"1"	"398157065"	"24"	""	""	"2284"	""	""	""	""	""	""	""	""	""	""	""	"2"	""	""	"2"	""
"1"	"109"	"29046"	""	"X:\029046\000001\HL_Review\ML003\ML003.DCB"	"W:\_LN_Test\Bkups-for-Archiving-Analysis\029046\000001\HL_Review\ML003\ML003.DCB"	""	"1"	"492935602"	"23"	""	""	"920"	""	""	""	""	""	""	""	""	""	""	""	"2"	""	""	"2"	""
"1"	"110"	"29046"	""	"X:\029046\000001\HL_Review\ML004\ML004.DCB"	"W:\_LN_Test\Bkups-for-Archiving-Analysis\029046\000001\HL_Review\ML004\ML004.DCB"	""	"1"	"12110298"	"22"	""	""	"559"	""	""	""	""	""	""	""	""	""	""	""	"2"	""	""	"2"	""
"1"	"111"	"29046"	""	"X:\029046\000001\HL_Review\ML005\ML005.DCB"	"W:\_LN_Test\Bkups-for-Archiving-Analysis\029046\000001\HL_Review\ML005\ML005.DCB"	""	"1"	"26990212"	"23"	""	""	"109"	""	""	""	""	""	""	""	""	""	""	""	"2"	""	""	"2"	""
"1"	"112"	"29046"	""	"X:\029046\000001\HL_Review\ML006\ML006.DCB"	"W:\_LN_Test\Bkups-for-Archiving-Analysis\029046\000001\HL_Review\ML006\ML006.DCB"	""	"1"	"2414227"	"23"	""	""	"5"	""	""	""	""	""	""	""	""	""	""	""	"2"	""	""	"2"	""
"1"	"113"	"29046"	""	"X:\029046\000001\HL_Review\ML007\ML007.DCB"	"W:\_LN_Test\Bkups-for-Archiving-Analysis\029046\000001\HL_Review\ML007\ML007.DCB"	""	"1"	"31198809"	"24"	""	""	"52"	""	""	""	""	""	""	""	""	""	""	""	"2"	""	""	"2"	""
"1"	"114"	"29207.00002"	""	"X:\029207\000021\Alexia_Production\ALEXIA_PRODUCTION.DCB"	"W:\_LN_Test\Bkups-for-Archiving-Analysis\029207\000021\Alexia_Production\ALEXIA_PRODUCTION.DCB"	""	"1"	"913342"	"25"	""	""	"0"	"145744203"	"52"	"0"	""	""	""	""	""	""	""	""	"2"	""	"2"	"2"	""
"1"	"115"	"29382"	""	"X:\029382\000001\HL_Production\MEDSTAR_PRODUCTION.DCB"	"W:\_LN_Test\Bkups-for-Archiving-Analysis\029382\000001\HL_Production\MEDSTAR_PRODUCTION.DCB"	""	"1"	"119490822"	"26"	"21686548321"	"54179"	"11169"	""	""	""	""	""	""	""	""	""	""	""	"2"	""	""	"2"	""
"1"	"116"	"29517"	""	"X:\029517\000001\Hd - Interview Memoranda\HD - INTERVIEW MEMORANDA.DCB"	"W:\_LN_Test\Bkups-for-Archiving-Analysis\029517\000001\Hd - Interview Memoranda\HD - INTERVIEW MEMORANDA.DCB"	""	"1"	"4627329"	"18"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"0"	"FUNKY"	""	""	""
"1"	"117"	"29864"	""	"X:\029864\000001\PROD001\PROD001.DCB"	"W:\_LN_Test\Bkups-for-Archiving-Analysis\029864\000001\PROD001\PROD001.DCB"	""	"1"	"6179689"	"19"	""	""	"0"	"61935974"	"1267"	"0"	""	""	""	""	""	""	""	""	"2"	""	"2"	"2"	""
"1"	"118"	"30573"	""	"X:\030573\000003\UAMS_REVIEW\ADMIN\20120416\UAMS_REVIEW.DCB"	"W:\_LN_Test\Bkups-for-Archiving-Analysis\030573\000003\UAMS_REVIEW\ADMIN\20120416\UAMS_REVIEW.DCB"	""	"1"	"53161192"	"27"	"748805609"	"4297"	"1"	"194468394"	"3306"	"0"	""	""	""	""	""	""	""	""	"2"	""	"2"	"2"	""
"1"	"119"	"30573"	""	"X:\030573\000003\UAMS_PROD\_Prod_QC\PROD002_old\PROD002.DCB"	"W:\_LN_Test\Bkups-for-Archiving-Analysis\030573\000003\UAMS_PROD\_Prod_QC\PROD002_old\PROD002.DCB"	""	"1"	"21399772"	"28"	"127200927"	"825"	"0"	"265451296"	"5358"	"0"	""	""	""	""	""	""	""	""	"2"	""	"2"	"2"	""
"1"	"120"	"30629.00005"	""	"X:\030629\000047\Motorola_HighPoint_Ericsson_Doc_Prod_DB\_admin\ERICSSON_DOC_PROD_DB.DCB"	"W:\_LN_Test\Bkups-for-Archiving-Analysis\030629\000047\Motorola_HighPoint_Ericsson_Doc_Prod_DB\_admin\ERICSSON_DOC_PROD_DB.DCB"	""	"1"	"7332125279"	"32"	"5791136890"	"11631"	"7"	"5492"	"2"	"0"	""	""	""	""	""	""	""	""	"2"	""	"2"	"2"	""
"1"	"121"	"30699"	""	"X:\030699\000002\DAS_SEC_PRODUCTION\DAS_SEC_PRODUCTION.DCB"	"W:\_LN_Test\Bkups-for-Archiving-Analysis\030699\000002\DAS_SEC_PRODUCTION\DAS_SEC_PRODUCTION.DCB"	""	"1"	"435150842"	"33"	"1813559612"	"9015"	"1478"	"1267478801"	"19759"	"0"	""	""	""	""	""	""	""	""	"2"	""	"2"	"2"	""
"1"	"122"	"30699"	""	"X:\030699\000002\DAS001\DAS001.DCB"	"W:\_LN_Test\Bkups-for-Archiving-Analysis\030699\000002\DAS001\DAS001.DCB"	""	"1"	"11128027144"	"96133"	"2233541813"	"13139"	"82845"	"2214595318"	"33413"	"0"	""	""	""	""	""	""	""	""	"2"	""	"2"	"2"	""
"1"	"123"	"31010.00001"	""	"X:\031010\000010\HL_Production\Overlay_File_Tracking\PRODUCTION_OVERLAY_FILE_TRACKING.DCB"	"W:\_LN_Test\Bkups-for-Archiving-Analysis\031010\000010\HL_Production\Overlay_File_Tracking\PRODUCTION_OVERLAY_FILE_TRACKING.DCB"	""	"1"	"2074914"	"19"	""	""	"0"	""	""	""	""	""	""	""	""	""	""	""	"2"	""	""	"2"	""
"1"	"124"	"31662.00001"	""	"X:\031662\000007\CYLEX_REVIEW\CYLEX_REVIEW.DCB"	"W:\_LN_Test\Bkups-for-Archiving-Analysis\031662\000007\CYLEX_REVIEW\CYLEX_REVIEW.DCB"	""	"1"	"6841975"	"26"	""	""	"0"	"73736567"	"1377"	"0"	""	""	""	""	""	""	""	""	"2"	""	"2"	"2"	""
"1"	"125"	"31816"	""	"X:\031816\000002\Saft_Review\SAFT - REVIEW.DCB"	"W:\_LN_Test\Bkups-for-Archiving-Analysis\031816\000002\Saft_Review\SAFT - REVIEW.DCB"	""	"1"	"3149969"	"28"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"0"	"FUNKY"	""	""	""
"1"	"126"	"33328.00001"	""	"X:\033328\000005\UGI_HUNLOCK\UGI_HUNLOCK.DCB"	"W:\_LN_Test\Bkups-for-Archiving-Analysis\033328\000005\UGI_HUNLOCK\UGI_HUNLOCK.DCB"	""	"1"	"17569907"	"23"	""	""	"0"	"1108213046"	"10786"	"0"	""	""	""	""	""	""	""	""	"2"	""	"2"	"2"	""
"1"	"127"	"33328.00001"	""	"X:\033328\000005\Lill_Prod_DONT_USE\LILL_PROD.DCB"	"W:\_LN_Test\Bkups-for-Archiving-Analysis\033328\000005\Lill_Prod_DONT_USE\LILL_PROD.DCB"	""	"1"	"455208215"	"85"	"5888078775"	"6575"	"0"	"5499689558"	"74860"	"26782"	""	""	""	""	""	""	""	""	"2"	""	"2"	"2"	""
